id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
1739,10.1016/j.carbpol.2016.04.024,thermodynamic_parameters,"{""delta_G_kJ_mol"": {""288K"": -2.581, ""298K"": -3.146, ""308K"": -4.15}, ""delta_H_kJ_mol"": 19.59, ""delta_S_J_K_mol"": 76.72}",Thermodynamic parameters support the author's claim of spontaneous adsorption.,"The values of ΔG were found to be −2.581, −3.146, and −4.15kJmol−1 at the temperatures of 288, 298, and 308K, respectively.",adsorption_thermodynamics
1740,10.1016/j.carbpol.2016.04.024,magnetic_properties,"{""behavior"": ""superparamagnetic"", ""mNH2_Ms_emu_g"": 2.9, ""magnetic_laponite_RD_Ms_emu_g"": 13.3}",Magnetic separability is a design feature of the adsorbent beads.,"The Ms values of neat magnetic clay and mNH2 beads were found to be 13.3emug−1 and 2.9emug−1, respectively.",hydrogel_magnetic_properties
1741,10.1016/j.carbpol.2016.04.024,FTIR_adsorption_mechanism,"""BSA amide I shifted from 1653 to 1667 cm-1 and amide II shifted from 1540 to 1578 cm-1 in BSA-loaded mNH2; no covalent bonding inferred.""",Spectroscopic evidence is used to assign hydrogen bonding and van der Waals adsorption mechanism.,"The absence of new peaks in BSA/mNH2 suggests that the BSA molecules dose not bonded covalently by mNH2, and the adsorption process occurs through hydrogen bonding and van der Waals force.",mechanism_spectroscopy
1742,10.3390/polym14193979,interfacial_IRRAS_spatial_heterogeneity,"""Amide band intensity can vary from near zero to about four times that of native LYS monolayer depending on reflection point.""",This is a spatially heterogeneous relative spectroscopic signal rather than a conventional adsorption capacity.,"The intensity of the amide bands can exceed approximately four times the corresponding intensity for a native LYS monolayer, or approach zero within error limits if the reflection point changes.",interfacial_distribution_observations
1743,10.3390/polym14193979,LYS_microgel_cluster_persistence,"""LYS microgel clusters remain strongly heterogeneous and do not disintegrate for several hours.""",Describes persistence of interfacial microgel clusters rather than equilibrium adsorption.,These clusters are characterized by strong cohesion between the spherulites and do not disintegrate for several hours.,interfacial_morphology
1744,10.3390/polym14193979,ethanol_soft_corona_claim,"""20 wt.% ethanol is proposed to form a soft corona of partly unfolded LYS molecules around microgel particles.""",Paper-specific mechanistic hypothesis explaining solvent-modified microgel spreading.,"The addition of only 20 wt.% of ethanol to the protein aggregate dispersion results in the formation of significantly more homogeneous layers, due to the formation of a soft corona around the microgel particles and the increase in lateral interactions between them.",mechanistic_claims
1745,10.3390/polym14193979,smooth_collapse_behavior,"""LYS microgel compression isotherms remain smooth even at high compression, unlike BLG layers with collapse-related fluctuations.""",Differentiates LYS and BLG protein microgel layer mechanics.,"The collapse mechanism of LYS microgel particles still differs from that of BLG particles, since the compression isotherms in the former case remain smooth, even at high compressions.",compression_isotherm_behavior
1746,10.1021/la5040382,theoretical_not_experimental,true,The article reports molecular-theory predictions rather than wet-lab adsorption measurements.,Methods describe free-energy optimization and numerical theory for equilibrium adsorption.,study_design
1747,10.1021/la5040382,network_chain_length,"""25 monomers per chain excluding cross-links""",Specific molecular architecture of the hydrogel model.,The context states each network chain has 25 monomers excluding cross-links.,hydrogel_model_parameters
1748,10.1021/la5040382,network_acidity_constant,"""pKn = 5""",Defines modeled polyacid charge regulation.,The network titratable group acidity constant is set to pKn = 5.,hydrogel_model_parameters
1749,10.1021/la5040382,histidine_basic_pKa,"""pKa = 6""",Defines modeled histidine charge regulation.,Each histidine residue is represented with basic pKa = 6.,protein_model_parameters
1750,10.1021/la5040382,adsorption_isotherm_maximum,"""bulk his6 concentration between 0.01 and 0.1 M depending on pH""",Only semi-quantitative adsorption maximum reported in the supplied text.,The Results state that Gamma reaches a maximum between 0.01 and 0.1 M depending on pH.,adsorption_outcomes
1751,10.1021/la5040382,metal_binding_excluded,true,Histidine-tag adsorption is modeled without IMAC metal affinity.,The article states that the present work investigates adsorption due to electrostatic attractions in the absence of metal ions.,mechanism_constraints
1752,10.1021/la304511s,polyHEAA_previous_spr_adsorption,"""<0.3 ng/cm2 from undiluted blood plasma and serum for 60 min""",Prior related result is mentioned but not generated in this work; useful as background only.,Our previous work has demonstrated that polyHEAA brushes can achieve almost zero protein adsorption (<0.3 ng/cm2) from undiluted blood plasma and serum for 60 min as measured by surface plasmon resonance (SPR).,background_prior_work
1753,10.1021/la304511s,protein_adsorption_threshold_for_platelet_bacterial_response,"""5 ng/cm2 fibrinogen adsorption can induce full-scale platelet adhesion and bacterial colonization""","Biological relevance threshold cited in introduction, not an experimental result from this article.","even 5 ng/cm2 of fibrinogen adsorption, can induce full-scale platelet adhesion and bacterial colonization",contextual_thresholds
1754,10.1021/la304511s,salicylate_loading_efficiency,"""approximately 20% and approximately 80% w/w loading from 3.4% and 34% w/v SA solutions, respectively""",Small-molecule drug loading is reported alongside protein antifouling and antimicrobial function.,"When the concentration of SA was increased from 3.4 to 34% (w/v), the loading efficiency of SA incorporation was ∼20 and ∼80% (w/w), respectively.",drug_loading_release
1755,10.1021/la304511s,bacterial_inhibition_by_polyHEAA_SA,"""20% w/w SA loading inhibited S. epidermidis and E. coli RP437 by approximately 60-61%; 80% w/w SA loading inhibited by 97-98%""",Quantitative antimicrobial outcome is not protein adsorption but is relevant to biointerface response.,"With 20% (w/w) SA loading, polyHEAA hydrogels inhibited the growth of S. epidermidis and E. coli RP437 by ∼60-61%. As SA loading increased to ∼80% (w/w), polyHEAA hydrogels were able to completely inhibit the growth of S. epidermidis and E. coli RP437 by 97-98%.",biointerface_antimicrobial
1756,10.1021/la304511s,equilibrium_water_content_polyHEAA,"""87 to 77% as cross-linker content increased from 1.7 to 7.5%; 85% at 2.5 mol% cross-linker""",Hydrogel hydration property supports proposed antifouling mechanism.,"The EWCs of polyHEAA decreased from 87 to 77% as the cross-linker content increased from 1.7 to 7.5%... In the presence of the same amount of cross-linker content of 2.5 mol %, polyHEAA hydrogels contained the most EWC of 85%.",hydrogel_properties
1757,10.1016/j.envpol.2024.124644,protein_used_only_as_DOM_surrogate,"""BSA was included as a dissolved organic matter component to test interference with Mn(II)/Cu(II) adsorption, not as an adsorbed protein target.""","The article contains a protein mention, but no protein-hydrogel adsorption measurement.","Alginate (Alg) and bovine serum albumin (BSA) were used to represent polysaccharides and proteins in microbial metabolites, respectively.",exclusion_notes
1758,10.1016/j.radphyschem.2008.07.003,hydrogel_sample_table,"{""CSPVP1"": {""CS_PVP_w_w"": ""1:1"", ""dose_kGy"": 3.2, ""swelling_degree_g_g"": {""pH_1.5"": 100, ""pH_5"": 50, ""pH_7.4"": 45, ""pH_9"": 30}}, ""CSPVP2"": {""CS_PVP_w_w"": ""1:1"", ""dose_kGy"": 5, ""swelling_degree_g_g"": {""pH_1.5"": 80, ""pH_5"": 45, ""pH_7.4"": 40, ""pH_9"": 30}}, ""CSPVP3"": {""CS_PVP_w_w"": ""1:2"", ""dose_kGy"": 3.2, ""swelling_degree_g_g"": {""pH_1.5"": 55, ""pH_5"": 35, ""pH_7.4"": 25, ""pH_9"": 25}}, ""CSPVP4"": {""CS_PVP_w_w"": ""1:2"", ""dose_kGy"": 5, ""swelling_degree_g_g"": {""pH_1.5"": 50, ""pH_5"": 25, ""pH_7.4"": 20, ""pH_9"": 15}}}",Table 1 provides sample definitions and pH-dependent swelling properties needed to interpret adsorption and release trends.,"Table 1 | Characteristics of CSPVP hydrogels | Gel name | Cs:PVP, w/w | Dose, kGy | Swelling degree ...",hydrogel_sample_properties
1759,10.1016/j.radphyschem.2008.07.003,release_medium_low_pH,"""At pH 1.5, release of protein does not exceed 10% from adsorbed proteins.""",Shows gastric-pH retention behavior relevant to oral protein delivery.,"As the hydrogels showed significant swelling at lower pH values, we studied the release of protein at pH values of 1.5, but release of protein does not exceed 10% from adsorbed proteins.",release_conditions
1760,10.1016/j.radphyschem.2008.07.003,complete_release_pH,"""Complete release of BSA was observed at pH 9.""",Identifies a qualitative pH condition for full desorption without a sample-specific numeric time course.,The complete release of BSA was observed at pH 9.,release_conditions
1761,10.1016/j.radphyschem.2008.07.003,morphology_adsorption_relation,"""CSPVP1 had a highly porous surface, CSPVP4 was not porous and had a scaly structure; higher protein adsorption was linked to porous high-CS hydrogels.""",SEM morphology is used as mechanistic evidence for adsorption capacity differences.,"Due to the porous nature of the hydrogels with a high content of CS, protein adsorption was significantly higher than that of the CSPVP4 hydrogels.",mechanism_evidence
1762,10.3390/mi10110783,hydrogel_mesh_size_nm,"""67 ± 2 nm""","Quantitative hydrogel structural property, but not an adsorption metric.",MTP analysis revealed a G0 value for the GDH-SC/GF3546-ST hydrogel of 13 ± 1 resulting in a calculated mesh size of 67 ± 2 nm.,hydrogel_properties
1763,10.3390/mi10110783,maximum_space_time_yield,"""150 g·(L·day)−1 at 100 μL/min""","Primary performance metric for flow biocatalysis, outside adsorption schema.",Variation of flow rates led to a process where the gels showed a maximum space-time-yield of 150 g·(L·day)−1 at 100 μL/min.,biocatalysis_performance
1764,10.3390/mi10110783,continuous_flow_stability,"""stable conversion for >40 h""","Hydrogel reactor stability outcome, not adsorption capacity.",The GDH-SC/GF3546-ST hydrogel effectively retained the immobilized enzymes and displayed stable conversion rates of 2 over a time period of >40 h.,biocatalysis_performance
1765,10.1007/s11998-024-00926-3,microalgae_adhesion_relative_to_EPC,"{""GCHMC"": ""zero adhesion"", ""GCMC"": ""6% of EPC"", ""GMC"": ""13% of EPC""}","The article reports quantitative bioadhesion outcomes, but they are microalgae adhesion outcomes rather than protein adsorption outcomes.",In the marine microalgae adhesion tests... GMC... 13% of the adhesion observed in EPC... GCMC amounted to... 6%... microalgae adhesion of GCHMC was zero.,non_protein_bioadhesion_outcomes
1766,10.1007/s11998-024-00926-3,long_term_Cu2_release,"""After 100 days of soaking, GCHMC Cu2+ concentration was roughly six times that of GCMC.""",This is a quantitative coating release result relevant to antifouling mechanism but not protein adsorption.,"Following 100 days of soaking, GCHMC's Cu2+ concentration in the Cu2+ concentration experiment was roughly six times that of GCMC.",release_outcomes
1767,10.1007/s00216-007-1745-6,macropore_and_micropore_hierarchy,"""interconnected super-macropores 40-120 um plus pore-wall micropores 0.05-0.1 um""",The hydrogel has hierarchical porosity relevant to mass transport of proteins and small molecules.,SEM studies revealed an interconnected super-macroporous network with pore diameters ranging from around 40 to 120 um; pore walls had a pronounced microporous system of 0.05- to 0.1-um pore size.,hydrogel_properties
1768,10.1007/s00216-007-1745-6,optimized_formulation,"""HEA/chitosan 19 w/w with glutaraldehyde 0.0054% v/w""",This formulation was selected for further immobilization studies after screening mechanical and flow properties.,"In the further study, MPC monoliths produced with a ratio HEA/chitosan of 19 (w/w) and a glutaraldehyde concentration of 0.0054% (v/w) were used.",hydrogel
1769,10.1007/s00216-007-1745-6,flow_resistance_comparator,"""MPC tolerated linear flow rates up to 800 cm h-1 with little or no compression; Sepharose collapsed at 535 cm h-1""",This is a non-adsorption comparator that supports the monolith's utility for flow-through protein processing.,"For the MPC column, even at linear flow rates up to 800 cm h-1, little or no compression was observed. At a linear flow rate of 535 cm h-1 the Sepharose bed collapsed due to compression.",mechanism_or_hydrogel_properties
1770,10.1007/s00216-007-1745-6,wet_storage_constraint,"""Dried MPC became brittle and fell apart; long-term storage should be wet with bacteriostatic agent such as sodium azide.""",Important handling limitation for the cryogel matrix.,"An attempt to re-swell the gel after complete drying from an aqueous solution was unsuccessful. The MPC became brittle and weak... for long-term storage of the MPC in wet state, the presence of a bacteriostatic agent such as sodium azide would certainly be required.",special_handling
1771,10.1021/am300197m,L5_sequence,"""PAWRKAFRWAWRMLKKAA""","Paper reports exact antimicrobial peptide sequence, useful for peptide identity and charge annotation.",Loading of an antimicrobial agent to surface-bound microgels used an 18-residue cationic oligopeptide designated as L5 with the sequence PAWRKAFRWAWRMLKKAA.,protein_mentions
1772,10.1021/am300197m,L5_charge_composition,"""6 cationic amino acids (R and K), no anionic amino acids""",Explains electrostatic loading mechanism into anionic PEG-AA microgels.,It contains 6 cationic amino acids (R and K) and no anionic amino acids.,protein_mentions
1773,10.1021/am300197m,mesh_size_vs_peptide_size,"""gel mesh size estimated 2.3 nm; L5 dimensions estimated 1 nm by 2.7 nm as alpha helix or 1.8 nm diameter as random coil""",Supports claim that loading is not physically blocked by mesh size.,"Both methods indicate that the L5 is physically smaller than the mesh size of both the PEG and PEG-AA microgels. Hence, there is no physical barrier to L5 loading.",mechanism
1774,10.1021/am300197m,diffusion_timescale_estimate,"""center of a 1 um diameter gel reaches 0.99 of surrounding solution concentration in approximately 100 ms""",Supports thermodynamic rather than kinetic explanation for different L5 loading.,The solution to the diffusion equation for radial diffusion into a sphere ... predicts that the average solute composition at the center of a 1 μm diameter gel ... reaches 0.99 that of the surrounding solution in approximately 100 ms.,mechanism
