id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
1478,10.1080/10826076.2020.1780606,MATrp,functional monomer/affinity group,Used in poly(HEMA-MATrp) Protein A-imprinted cryogel beads.,N-methacryloyl-L-tryptophan,1,
1479,10.1080/10826076.2020.1780606,GMA,monomer/reactive comonomer,Used in poly(HEMA-GMA) cryogels for lysozyme surface imprinting.,glycidyl methacrylate,1,
1480,10.1080/10826076.2020.1780606,polyethyleneimine,chelating/functional polymer,Used with Cu(II) for template coordination in lysozyme surface-imprinted cryogels.,polyethyleneimine,0,
1481,10.1080/10826076.2020.1780606,N-methacryloylamido antipyrine,functional monomer,Used as MAAP-Ce(III) for myoglobin-imprinted lanthanide-chelate cryogel.,N-methacryloylamido antipyrine,1,
1482,10.1080/10826076.2020.1780606,1-vinyl-3-(2-amino-2-oxoethyl) imidazolium chloride,functional ionic liquid monomer,Used as (VAMIM)Cl in BSA-imprinted cryogel membranes.,1-vinyl-3-(2-amino-2-oxoethyl)imidazolium chloride,1,
1483,10.1080/10826076.2020.1780606,4-vinylphenylboronic acid,pH-responsive boronic acid monomer,Used with NIPAAm in ovalbumin-imprinted dual-responsive cryogel.,4-vinylphenylboronic acid,0,
1484,10.1080/10826076.2020.1780606,"N,N-methylenebisacrylamide",crosslinker,Used in BSA-printed electrochemical sensor cryogel.,"N,N'-methylenebisacrylamide",0,
1485,10.1080/10826076.2020.1780606,sodium bisulfite,initiator,Used with potassium persulfate to fabricate BSA-imprinted CaA-g-PAM microspheres.,sodium bisulfite,0,
1486,10.1080/10826076.2020.1780606,potassium persulfate,initiator,Used with sodium bisulfite to fabricate BSA-imprinted CaA-g-PAM microspheres.,potassium persulfate,0,
1487,10.1080/10826076.2020.1780606,calcium alginate,hydrogel backbone/comparator,Used for BSA-imprinted CaA-g-PAM microspheres and as CaA comparator.,calcium alginate,0,
1488,10.1080/10826076.2020.1780606,silica particles,composite filler/imprinted particle,Hemoglobin-imprinted silica particles were incorporated into pAAm composite cryogels.,silicon dioxide,0,
1489,10.1080/10826076.2020.1780606,methacryloyl chloride,MAH synthesis reagent,Reacted with L-histidine methyl ester to synthesize MAH for Hb-imprinted cryogel columns.,methacryloyl chloride,0,
1490,10.1080/10826076.2020.1780606,L-histidine methyl ester,MAH synthesis reagent,Reacted with methacryloyl chloride to synthesize MAH.,L-histidine methyl ester,0,
1491,10.1080/10826076.2020.1780606,TEMED,polymerization initiator/accelerator,Used to initiate lysozyme-imprinted MAH-Cu2+ cryopolymerization at -12 C.,"N,N,N',N'-tetramethylethylenediamine",1,
1492,10.1021/bm700940w,poly(ethylene glycol) diacrylate,polymer backbone and crosslinking macromer,PEGDA hydrogels and PEG-co-GMIDA affinity hydrogels were fabricated by photopolymerization.,poly(ethylene glycol) diacrylate,1,
1493,10.1021/bm700940w,glycidyl methacrylate-iminodiacetic acid,affinity ligand monomer,GMIDA provided anionic groups and metal-chelating sites for protein binding.,glycidyl methacrylate iminodiacetic acid,1,
1494,10.1021/bm700940w,glycidyl methacrylate,GMIDA precursor monomer,GMIDA was synthesized by reacting glycidyl methacrylate with iminodiacetic acid.,glycidyl methacrylate,0,
1495,10.1021/bm700940w,iminodiacetic acid,chelating ligand precursor,IDA was reacted with GMA to synthesize GMIDA.,iminodiacetic acid,0,
1496,10.1021/bm700940w,Ni2+,metal ion bridge for his-tag binding,GMIDA-Ni2+ complexes chelated hisGFP and decreased hisGFP release.,nickel ion,0,
1497,10.1021/bm700940w,Irgacure-2959,photoinitiator,Added to 0.2 wt% before UV photopolymerization.,Irgacure 2959,0,
1498,10.1021/bm700940w,EDTA,desorption trigger and metal chelator,100 mM EDTA in HEPES buffer triggered release of retained hisGFP.,ethylenediaminetetraacetic acid,0,
1499,10.1021/bm700940w,HEPES,buffer,10 mM HEPES buffer at pH 8.0 was used for hydrogel fabrication and release.,HEPES,0,
1500,10.1021/bm700940w,acryloyl chloride,PEGDA synthesis reagent,PEG macromer was reacted with acryloyl chloride and triethylamine.,acryloyl chloride,0,
1501,10.1021/bm700940w,triethylamine,PEGDA synthesis reagent,PEG macromer was reacted with acryloyl chloride and triethylamine.,triethylamine,0,
1502,10.1080/19420862.2023.2218951,dextran T-500,hydrogel polymer backbone,Dextran T-500 was used at 200 mg/mL to synthesize macroporous dextran hydrogels.,dextran,0,
1503,10.1080/19420862.2023.2218951,trisodium trimetaphosphate,crosslinker,STMP was used at 40 mg/mL as a crosslinking agent for dextran.,trisodium trimetaphosphate,0,
1504,10.1080/19420862.2023.2218951,polylactic acid,sacrificial macroporous template scaffold,Dextran was molded into PLA macroporous scaffolds; PLA was selectively dissolved in chloroform.,polylactic acid,0,
1505,10.1080/19420862.2023.2218951,polystyrene,co-continuous phase used to prepare PLA scaffold,Extruded rods of co-continuous PS/PLA blends were annealed and the PS phase was selectively dissolved in cyclohexane.,polystyrene,0,
1506,10.1080/19420862.2023.2218951,chloroform,PLA scaffold dissolution solvent,"PLA scaffolds were immersed in chloroform until complete dissolution of PLA, producing macroporous dextran hydrogels.",chloroform,0,
1507,10.1080/19420862.2023.2218951,cyclohexane,polystyrene dissolution solvent,The PS phase was selectively dissolved in cyclohexane during template preparation.,cyclohexane,0,
1508,10.1080/19420862.2023.2218951,sodium hydroxide,hydrogel synthesis and functionalization reagent,Dextran/STMP solution was supplemented with sodium hydroxide to 1 M NaOH; gels were also incubated with glycidyl propargyl ether in 200 mM NaOH.,sodium hydroxide,0,
1509,10.1080/19420862.2023.2218951,Kcoil peptide,affinity ligand,Kcoil peptide AhaGG-(KVSALKE)5 was conjugated to dextran to capture Ecoil-tagged trastuzumab.,,1,
1510,10.1080/19420862.2023.2218951,Aha-K5,azide-bearing Kcoil affinity ligand,"Hydrogels were functionalized with 0.5, 5, or 50 nmol of Aha-K5.",,1,
1511,10.1080/19420862.2023.2218951,azidohomoalanine,non-natural amino acid in Aha-K5,Aha stands for azidohomoalanine in the Kcoil peptide sequence AhaGG-(KVSALKE)5.,azidohomoalanine,0,
1512,10.1080/19420862.2023.2218951,glycidyl propargyl ether,alkyne functionalization reagent,Gels were incubated with 200 nmol glycidyl propargyl ether to functionalize dextran with alkyne moieties.,glycidyl propargyl ether,0,
1513,10.1080/19420862.2023.2218951,THPTA,CuAAC ligand,Tris(3-hydroxypropyltriazolylmethyl)amine was used at 2 mM in the click functionalization reaction.,tris(3-hydroxypropyltriazolylmethyl)amine,0,
1514,10.1080/19420862.2023.2218951,copper sulfate pentahydrate,CuAAC catalyst precursor,Copper sulfate pentahydrate was used at 0.4 mM in the Kcoil conjugation reaction.,copper sulfate pentahydrate,0,
1515,10.1080/19420862.2023.2218951,sodium ascorbate,CuAAC reducing agent,Sodium ascorbate was added at 5 mM and then 10 mM during Kcoil conjugation.,sodium ascorbate,0,
1516,10.1080/19420862.2023.2218951,EDTA,copper removal reagent and SPR buffer component,Gels were rinsed with PBS plus 10 mM EDTA to remove copper; HBS-EP contained 3 mM EDTA.,ethylenediaminetetraacetic acid,0,
1517,10.1080/19420862.2023.2218951,PBS,hydrogel swelling/loading buffer,Gels were immersed in PBS pH 7.4 overnight and used in loading workflows.,phosphate buffered saline,1,
1518,10.1080/19420862.2023.2218951,PBS-T,release buffer,"After 72 h loading, surrounding medium was replaced by fresh PBS-T to trigger release.",phosphate buffered saline Tween,1,
1519,10.1080/19420862.2023.2218951,Ecoil peptide,protein affinity tag,"Trastuzumab was modified with C-terminal Ecoil tags containing 3, 4, or 5 EVSALEK heptads.",,1,
1520,10.1002/mabi.200800273,N-isopropylacrylamide,matrix-forming monomer,NIPA was selected as the basic matrix-forming monomer by considering its temperature-sensitive character and minimal non-specific protein interactions.,N-isopropylacrylamide,0,
1521,10.1002/mabi.200800273,2-acrylamido-2-methyl-propanosulfonic acid,functional monomer,AMPS was chosen as the protein-complexing monomer because of the affinity of sulfonic acid groups towards amide groups of Mb.,2-acrylamido-2-methylpropanesulfonic acid,0,
1522,10.1002/mabi.200800273,"N,N-methylenebis(acrylamide)",crosslinker,"MBAAm (0.05 g, crosslinker) was added during hydrogel preparation.","N,N'-methylenebisacrylamide",0,
1523,10.1002/mabi.200800273,ammonium persulfate,initiator,"APS (0.06 M, 1.0 mL, initiator) was added during hydrogel preparation.",ammonium persulfate,0,
1524,10.1002/mabi.200800273,"N,N,N',N'-tetramethylethylenediamine",accelerator,"TEMED (0.064 M, 0.5 mL, accelerator) was added during hydrogel preparation.","N,N,N',N'-tetramethylethylenediamine",0,
1525,10.1002/mabi.200800273,poly(vinyl chloride),polymerization mold,Solutions were placed in poly(vinyl chloride) straws of 4 mm diameter.,polyvinyl chloride,0,
1526,10.1007/s10337-017-3419-7,2-hydroxyethyl methacrylate,monomer,Used to synthesize poly(HEMA-MAL) cryogels.,2-hydroxyethyl methacrylate,0,
1527,10.1007/s10337-017-3419-7,N-methacryloyl-(l)-lysine,functional monomer / affinity ligand precursor,MAL monomer provides lysine groups in poly(HEMA-MAL).,N-methacryloyl L-lysine,1,
1528,10.1007/s10337-017-3419-7,l-lysine,ligand precursor,Used to synthesize MAL monomer; lysine ligand mediates aspartic acid interaction.,L-lysine,0,
1529,10.1007/s10337-017-3419-7,ethylene glycol dimethacrylate,crosslinker,Used during cryogel synthesis.,ethylene glycol dimethacrylate,0,
1530,10.1007/s10337-017-3419-7,ammonium persulfate,initiator,Added to start polymerization.,ammonium persulfate,0,
1531,10.1007/s10337-017-3419-7,"N,N,N′,N′-tetramethyl ethylene diamine",polymerization accelerator,Added with APS to start polymerization.,"N,N,N',N'-tetramethylethylenediamine",0,
1532,10.1007/s10337-017-3419-7,sodium lauryl sulphate,disperse phase component / surfactant,Mixed with EGDMA and water during cryogel synthesis.,sodium lauryl sulfate,0,
1533,10.1007/s10337-017-3419-7,methacryloyl benzotriazole,MAL synthesis reagent,Reacted with l-lysine to synthesize MAL monomer.,methacryloyl benzotriazole,1,
1534,10.1007/s10337-017-3419-7,"1,4-dioxane",solvent,Used in MAL monomer synthesis.,"1,4-dioxane",0,
1535,10.1007/s10337-017-3419-7,sodium hydroxide,synthesis reagent / desorption solution,Used in MAL synthesis and as 50 mM NaOH solution to recover binding sites.,sodium hydroxide,0,
1536,10.1007/s10337-017-3419-7,l-aspartic acid,primary adsorbate / amino acid target,Adsorption capacity of poly(HEMA-MAL) cryogel toward l-aspartic acid was optimized and quantified.,L-aspartic acid,0,
1537,10.1021/bm050324l,chitosan,functional polymer chain; semi-IPN component,Used in MIH-s-IPN; reported to provide amino and hydroxyl groups for protein interaction.,chitosan,1,
1538,10.1021/bm050324l,acrylamide,monomer,Used with chitosan to prepare polyacrylamide/chitosan semi-IPN hydrogel.,acrylamide,0,
1539,10.1021/bm050324l,"N,N'-methylenebisacrylamide",crosslinker,Used as cross-linking agent.,"N,N'-methylenebisacrylamide",0,
1540,10.1021/bm050324l,potassium persulfate,initiator,KPS was added during hydrogel synthesis.,potassium persulfate,0,
1541,10.1021/bm050324l,sodium hydrogen sulfite,redox reagent,NaHSO3 in sodium dihydrogen phosphate buffer was added during synthesis.,sodium bisulfite,1,
1542,10.1021/bm050324l,sodium dihydrogen phosphate,buffer component,Protein solutions and adsorption studies used 0.01 M sodium dihydrogen phosphate buffer at pH 6.8.,sodium dihydrogen phosphate,0,
1543,10.1021/bm050324l,acetic acid,chitosan solvent and template removal wash component,Chitosan was dissolved in 1% acetic acid; granules were washed with 10% acetic acid containing SDS.,acetic acid,0,
1544,10.1021/bm050324l,sodium dodecyl sulfate,template removal wash component,Granules were washed with acetic acid containing 10% SDS to desorb hemoglobin.,sodium dodecyl sulfate,0,
1545,10.1080/10826068.2015.1085400,2-hydroxyethyl methacrylate,monomer,HEMA was used in the monomer mixture for preparing PHEMAGA cryogel membrane/discs.,2-hydroxyethyl methacrylate,0,
1546,10.1080/10826068.2015.1085400,N-methacryloyl-(l)-glutamic acid,comonomer and metal-chelating ligand,MAGA was polymerized with HEMA and used as the metal-chelating ligand for Fe3+ incorporation.,N-methacryloyl-L-glutamic acid,1,
1547,10.1080/10826068.2015.1085400,glutamic acid hydrochloride,MAGA synthesis precursor,Used with methacryloyl chloride to synthesize MAGA.,L-glutamic acid hydrochloride,0,
1548,10.1080/10826068.2015.1085400,methacryloyl chloride,MAGA synthesis reagent,Poured into glutamic acid hydrochloride solution during MAGA synthesis.,methacryloyl chloride,0,
1549,10.1080/10826068.2015.1085400,"N,N'-methylene-bis(acrylamide)",crosslinker,MBAAm solution was added to the monomer mixture during cryogel preparation.,"N,N'-methylenebisacrylamide",0,
1550,10.1080/10826068.2015.1085400,ammonium persulfate,initiator,APS was added with TEMED to initiate free radical polymerization.,ammonium persulfate,0,
1551,10.1080/10826068.2015.1085400,Tetramethylethylenediamine,polymerization accelerator,TEMED was added with APS to the cryogel precursor mixture.,"N,N,N',N'-tetramethylethylenediamine",0,
1552,10.1080/10826068.2015.1085400,Fe3+,immobilized metal affinity ion,Fe3+ ions were incorporated onto PHEMAGA cryogel discs and used for catalase binding.,iron(III) ion,0,
1553,10.1080/10826068.2015.1085400,NaSCN,desorption agent,1.0 M NaSCN at pH 8.0 was used to desorb catalase from PHEMAGA/Fe3+ cryogel discs.,sodium thiocyanate,0,
1554,10.1080/10826068.2015.1085400,Al2(SO4)3,rat liver extraction reagent,Cold 0.3% Al2(SO4)3 was used during rat liver homogenate preparation.,aluminum sulfate,0,
1555,10.1080/10826068.2015.1085400,sodium azide,storage preservative,PHEMAGA cryogel discs were stored in 0.02% sodium azide solution at 4°C.,sodium azide,0,
1556,10.1080/10826068.2015.1085400,hydroquinone,MAGA synthesis inhibitor/reagent,Dissolved with glutamic acid hydrochloride in dichloromethane during MAGA synthesis.,hydroquinone,0,
1557,10.1080/10826068.2015.1085400,triethylamine,MAGA synthesis base,Added to cooled glutamic acid hydrochloride solution during MAGA synthesis.,triethylamine,0,
1558,10.1080/10826068.2015.1085400,dichloromethane,MAGA synthesis solvent,Used as solvent for glutamic acid hydrochloride and hydroquinone in MAGA synthesis.,dichloromethane,0,
1559,10.3390/nano12193500,polyvinyl alcohol,hydrogel polymer backbone/coating layer,"PVA with excellent hydrophily and surface activity was selected as the polymeric coating layer; PVA Mw = 88,000.",polyvinyl alcohol,0,
1560,10.3390/nano12193500,citric acid,crosslinker and modifier,CCA with ionizable carboxylic acid groups was taken as the crosslinking agent and modifier towards water-soluble PVA.,citric acid,0,
1561,10.3390/nano12193500,SiO2 nanofibrous membrane,rigid framework/filler composite substrate,SiO2 NFMs with hydrophilic features and water swelling resistance were chosen as the rigid skeleton.,silicon dioxide,0,
1562,10.3390/nano12193500,polyphosphoric acid,modification solution component,"PVA solution, CCA powder, polyphosphoric acid, and distilled water were blended for dip coating.",polyphosphoric acid,0,
1563,10.3390/nano12193500,Na2SO4,ionic strength modifier and desorption/elution reagent,Na2SO4 concentration from 0 to 1.0 M was used to evaluate ionic strength; Na2SO4 solution was used for washing/desorption.,sodium sulfate,0,
1564,10.3390/nano12193500,Na2HPO4,PBS component,"0.02 M phosphate-buffered saline was prepared using Na2HPO4, NaH2PO4, phosphoric acid, and NaOH solution.",disodium hydrogen phosphate,0,
1565,10.3390/nano12193500,NaH2PO4,PBS component,"0.02 M phosphate-buffered saline was prepared using Na2HPO4, NaH2PO4, phosphoric acid, and NaOH solution.",sodium dihydrogen phosphate,0,
1566,10.3390/nano12193500,phosphoric acid,PBS pH adjustment component,"PBS was prepared using Na2HPO4, NaH2PO4, phosphoric acid, and NaOH solution.",phosphoric acid,0,
1567,10.3390/nano12193500,sodium hydroxide,PBS pH adjustment component,PBS pH was adjusted using NaOH solution.,sodium hydroxide,0,
1568,10.3390/nano12193500,urea,solvent/chemical resistance test reagent,NHMs presented stable performance after treatment with urea.,urea,0,
1569,10.3390/nano12193500,acetic acid,solvent/chemical resistance test reagent,NHMs presented stable performance after treatment with acetic acid.,acetic acid,0,
1570,10.3390/nano12193500,alcohol,solvent resistance test reagent,NHMs presented stable performance after treatment with alcohol.,ethanol,1,
1571,10.3390/nano12193500,isopropyl alcohol,solvent resistance test reagent,NHMs presented stable performance after treatment with IPA.,isopropyl alcohol,0,
1572,10.3390/nano12193500,sodium dodecyl sulfate,solvent/chemical resistance test reagent,NHMs presented stable performance after treatment with SDS.,sodium dodecyl sulfate,0,
