protein_mention_id,doi,name,abbreviation,species_or_source,role,uniprot_query,reported_mw_kDa,reported_pI,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,result_count
1025,10.1002/jssc.201100940,ovotransferrin,OVT,egg white,target glycoprotein,ovotransferrin Gallus gallus,76.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1026,10.1002/jssc.201100940,bovine serum albumin,BSA,bovine; purchased from Aldrich,nonglycoprotein comparator and Bradford standard,albumin Bos taurus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1027,10.1002/jssc.201100940,lysozyme,Lys,egg white; purchased from Aldrich,nonglycoprotein comparator,lysozyme C Gallus gallus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1028,10.1002/jssc.201100940,ovomucoid,,egg white,retained glycoprotein in mixture separation,ovomucoid Gallus gallus,40.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1029,10.1002/jssc.201100940,ovoinhibitor,,egg white,minor glycoprotein,ovoinhibitor Gallus gallus,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1030,10.1002/jmr.2942,bovine haemoglobin,BHb,bovine,"template protein, primary target protein, PAGE retention target",bovine hemoglobin,64.5,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1031,10.1002/jmr.2942,bovine serum albumin,BSA,bovine serum,non-cognate analogue protein and selectivity comparator,bovine serum albumin,66.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1032,10.1007/s11696-023-02901-5,lysozyme,,hen egg,immobilized bactericidal enzyme and protein target for hydrogel loading,hen egg white lysozyme Gallus gallus,14.4,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1033,10.1021/jp035821f,cytochrome c,cyt c,horse heart,adsorbate,horse cytochrome c,12.4,10.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1034,10.1021/jp035821f,lysozyme,,chicken egg white,adsorbate,chicken egg white lysozyme,14.0,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1035,10.1021/jp035821f,protamine sulfate salt,protamine,Acipenser stellatus gonads,adsorbate,Acipenser stellatus protamine,4.4,11.5,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1036,10.1021/jp035821f,bovine serum albumin,BSA,bovine; Sigma,adsorbate,bovine serum albumin,69.0,4.9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1037,10.1021/am900875g,Bovine serum albumin,BSA,bovine,model protein for adsorption assay,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1038,10.1021/bm4007369,fibrinogen,FBG,human plasma,negatively charged protein adsorption probe and covalently conjugated bioactive protein,human fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1039,10.1021/bm4007369,lysozyme,LYZ,chicken egg white,positively charged protein adsorption probe,chicken lysozyme C,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1040,10.1021/bm4007369,bovine serum albumin,BSA,bovine,cell adhesion negative control and cell wash component,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1041,10.1021/bm4007369,HRP-conjugated anti-FBG,,anti-FBG for human plasma fibrinogen,ELISA detection antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1042,10.1021/bm4007369,HRP-conjugated anti-LYZ,,anti-LYZ for chicken egg white lysozyme,ELISA detection antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1043,10.1007/s00396-013-2985-y,bovine serum albumin,BSA,bovine; purchased from Beijing Solarbio Science &Technology Co. Ltd.,model protein for rejection and fouling/antifouling evaluation,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1044,10.1002/pi.1673,bovine serum albumin,BSA,bovine,adsorbate protein; model blood protein,bovine serum albumin,nan,5.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1045,10.1002/pi.1673,blood proteins,,,general biointerface context,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1046,10.1016/j.jchromb.2020.122435,ora-pro-nobis leaf proteins,OPN proteins,Pereskia aculeata Miller leaves,target adsorbate mixture,Pereskia aculeata protein,nan,3.23,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1047,10.1016/j.jchromb.2020.122435,bovine serum albumin,BSA,bovine,Bradford assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1048,10.1016/j.jchromb.2020.122435,lysozyme,,chicken egg white in cited comparisons,literature comparison protein,chicken lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1049,10.1016/j.jchromb.2020.122435,bovine IgG,IgG,bovine,literature comparison protein,bovine immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1050,10.1016/j.jchromb.2020.122435,beta-glucosidase,,Thermoascus aurantiacus,literature comparison protein,Thermoascus aurantiacus beta-glucosidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1051,10.1007/s40820-017-0184-y,human serum albumin,HSA,human,target protein,human serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1052,10.1007/s40820-017-0184-y,human C-reactive protein,hCRP,human,target protein,human C-reactive protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1053,10.1007/s40820-017-0184-y,goat anti-HSA polyclonal antibody,anti-HSA Ab,goat,probe antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1054,10.1007/s40820-017-0184-y,mouse anti-HSA monoclonal antibody,anti-HSA reporter Ab,mouse,reporter antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1055,10.1007/s40820-017-0184-y,sheep anti-hCRP polyclonal antibody,anti-hCRP Ab,sheep,probe antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1056,10.1007/s40820-017-0184-y,mouse monoclonal anti-hCRP antibody,anti-hCRP reporter Ab,mouse,reporter antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1057,10.1007/s40820-017-0184-y,Alexa Fluor 647-labeled goat anti-HSA antibody,AF647 anti-HSA Ab,goat,functionalization test antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1058,10.1016/j.colsurfb.2006.03.020,bovine serum albumin,BSA,bovine; ICN Biomedicals,model protein adsorbate,bovine serum albumin,nan,4.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1059,10.1002/anbr.202000079,human serum albumin,HSA,human,"template protein, model target protein, serum biomarker",human serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1060,10.1002/anbr.202000079,transferrin,Trf,human blood,reference protein for selectivity,human transferrin,80.0,5.8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1061,10.1002/anbr.202000079,cytochrome c,Cyt,,reference protein for selectivity,cytochrome c,12.4,10.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1062,10.1002/anbr.202000079,serum proteins,,human clinical serum,real-sample matrix components,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1063,10.1016/j.ab.2017.02.003,bovine immunoglobulin G,IgG,bovine,target protein,bovine immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1064,10.1016/j.ab.2017.02.003,bovine IgG1,IgG1,bovine serum,serum immunoglobulin subclass mentioned in introduction,bovine IgG1,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1065,10.1016/j.ab.2017.02.003,bovine IgG2,IgG2,bovine serum,serum immunoglobulin subclass mentioned in introduction,bovine IgG2,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1066,10.1016/j.ab.2017.02.003,goat anti-bovine IgG,,goat,ELISA capture/detector antibody,goat anti-bovine IgG,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1067,10.3390/s20205886,bovine serum albumin,BSA,bovine,"hydrogel-forming protein, not an adsorbed target protein",bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1068,10.1016/j.jchromb.2016.12.032,lysozyme,LYZ,chicken egg white,"target protein, adsorbate, purified enzyme",Gallus gallus lysozyme C,14.3,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1069,10.1016/j.jchromb.2016.12.032,egg white proteins,EW proteins,chicken egg white,crude feed matrix and competitor proteins,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1070,10.1016/j.jchromb.2016.12.032,bovine serum albumin,BSA,bovine,Bradford assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1071,10.1021/acsbiomaterials.2c00250,anti-PD-1 IgG antibody,PD-1Ab,Sino Biological Inc.,target analyte for SPR detection,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1072,10.1021/acsbiomaterials.2c00250,programmed cell death protein 1 receptor,PD-1,Sino Biological Inc.,hydrogel-conjugated affinity ligand/receptor,PDCD1,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1073,10.1021/acsbiomaterials.2c00250,recombinant green fluorescent protein,rGFP,Sigma-Aldrich,fluorescent proxy protein for quantifying coupling yield,green fluorescent protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1074,10.1021/acsbiomaterials.2c00250,interleukin-2,IL-2,patient serum in previous study,previously detected cancer biomarker mentioned for context,IL2,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1075,10.1021/acsbiomaterials.2c00250,programmed death-ligand 1,PD-L1,tumor cells,"biological binding partner of PD-1, background context",CD274,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1076,10.1007/s12257-016-0381-4,Candida rugosa lipase,lipase,Candida rugosa,immobilized enzyme target,Candida rugosa lipase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1077,10.1021/acs.langmuir.7b00356,generic globular biomolecule,,,modeled sorbate,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1078,10.1021/acs.langmuir.7b00356,cytochrome C,,,literature example,cytochrome c,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1079,10.1021/acs.langmuir.7b00356,lysozyme,,,literature example of unwanted surface deposition,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1080,10.1021/acs.langmuir.7b00356,chymotrypsin,,,literature example,chymotrypsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1081,10.1021/acs.langmuir.7b00356,ribonuclease,,,literature example,ribonuclease,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1082,10.1021/acs.langmuir.7b00356,beta-lactoglobulin,,,literature example,beta-lactoglobulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1083,10.1021/acs.langmuir.7b00356,poly-L-lysine,,,literature example peptide,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1084,10.1021/la061462e,lactate dehydrogenase,His6-LDH,Bacillus stearothermophilus expressed in E. coli TG1,adsorbate target protein,Bacillus stearothermophilus lactate dehydrogenase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1085,10.1021/la061462e,Concanavalin A,ConA,Canavalia ensiformis,immobilized affinity ligand,Canavalia ensiformis concanavalin A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1086,10.1021/la061462e,protein A,,,immobilized affinity ligand,Staphylococcus aureus protein A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1087,10.1021/la061462e,IgG anti A15,anti-A15-IgG,,particle-labeling antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1088,10.1021/la061462e,IgG anti B17,anti-B17-IgG,,particle-labeling antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1089,10.1021/la061462e,33 kD model protein,,recombinant E. coli inclusion bodies,inclusion body protein antigen,,33.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1090,10.1016/j.reactfunctpolym.2012.08.016,bovine serum albumin,BSA,bovine,model protein for adsorption and release,bovine serum albumin,nan,4.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1091,10.1002/pat.1047,glucose oxidase,GOX,,immobilized enzyme,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1092,10.1002/btpr.1863,lipase,,porcine pancreas,primary adsorption target,porcine pancreas lipase,nan,4.9,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1093,10.1002/btpr.1863,bovine serum albumin,BSA,bovine,competitor protein in binary and ternary mixtures,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1094,10.1002/btpr.1863,lysozyme,,chicken egg white,competitor protein in binary and ternary mixtures,chicken egg white lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1095,10.1002/btpr.1863,lipase,,Yarrowia lipolytica,target protein in crude cell extract,Yarrowia lipolytica lipase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1096,10.3390/gels11020118,trypsin,,,enzyme stimulus for hydrogel degradation; not an adsorption target,trypsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1097,10.3390/gels11020118,pepsin,,,enzyme in simulated gastric release medium; not an adsorption target,pepsin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1098,10.3390/gels9040341,carbonic anhydrase,CA,experimental thermostable microbial carbonic anhydrase from Novozymes A/S,entrapped enzyme and CO2 hydration catalyst,carbonic anhydrase microbial Novozymes thermostable,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1099,10.3390/gels9040341,glucose oxidase,GOx,,literature example,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1100,10.3390/gels9040341,horseradish peroxidase,HRP,,literature example,horseradish peroxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1101,10.3390/gels9040341,alkaline phosphatase,ALP,,literature example,alkaline phosphatase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1102,10.3390/gels9040341,catalase,,,literature comparison,catalase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1103,10.3390/gels9040341,lysozyme,,,literature comparison,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1104,10.3390/gels9040341,laccase,,,literature example,laccase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1105,10.1007/s10924-025-03610-8,banana lectin,BanLec,"plantain, Musa spp.",target protein,BanLec Musa spp banana lectin,14.4,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1106,10.1007/s10924-025-03610-8,crude plantain extract proteins,,Musa spp. plantain fruit,protein mixture / feed matrix,Musa spp plantain fruit proteins,63.17,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1107,10.1007/s10924-025-03610-8,rabbit red blood cell membrane carbohydrate-binding proteins or targets,,rabbit red blood cells,bioassay interface,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1108,10.1016/j.bios.2009.01.027,bovine serum albumin,BSA,bovine,"template protein, target protein, acidic model protein",bovine serum albumin,66.0,4.8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
1109,10.1016/j.bios.2009.01.027,ovalbumin,OVA,,reference protein for selectivity and chromatographic retention,ovalbumin,44.0,4.7,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
