doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1016/j.aca.2013.04.013,Sensitivity of microarray based immunoassays using surface-attached hydrogels,Elsevier,success,8,10,4,4,local_article_corpus/Elsevier/10.1016_j.aca.2013.04.013/10.1016_j.aca.2013.04.013.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2013.11.052,Enhanced selectivity of hydrogel-based molecularly imprinted polymers (HydroMIPs) following buffer conditioning,Elsevier,success,10,8,5,7,local_article_corpus/Elsevier/10.1016_j.aca.2013.11.052/10.1016_j.aca.2013.11.052.json,include_records,Article yielded one or more extracted records.,
10.1016/j.aca.2021.338319,A crosslinked submicro-hydrogel formed by DNA circuit-driven protein aggregation amplified fluorescence anisotropy for biomolecules detection,Elsevier,partial,0,10,5,3,local_article_corpus/Elsevier/10.1016_j.aca.2021.338319/10.1016_j.aca.2021.338319.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.aca.2025.344847,Bifunctional antifouling strategy based on polypeptide hydrogels for enhancing long-term stability of potassium ion sensors in complex systems,Elsevier,partial,0,8,1,3,local_article_corpus/Elsevier/10.1016_j.aca.2025.344847/10.1016_j.aca.2025.344847.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.actbio.2009.12.031,Uptake and distribution of labeled antibodies into pH-sensitive microgels,Elsevier,success,5,12,4,4,local_article_corpus/Elsevier/10.1016_j.actbio.2009.12.031/10.1016_j.actbio.2009.12.031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2009.12.046,Blood compatibility of photografted hydrogel coatings,Elsevier,success,5,12,6,4,local_article_corpus/Elsevier/10.1016_j.actbio.2009.12.046/10.1016_j.actbio.2009.12.046.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2010.04.013,"Functionalization of acrylic hydrogels with α-, β- or γ-cyclodextrin modulates protein adsorption and antifungal delivery",Elsevier,success,7,13,4,4,local_article_corpus/Elsevier/10.1016_j.actbio.2010.04.013/10.1016_j.actbio.2010.04.013.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2013.04.048,A tunable synthetic hydrogel system for culture of retinal ganglion cells and amacrine cells,Elsevier,success,1,7,5,4,local_article_corpus/Elsevier/10.1016_j.actbio.2013.04.048/10.1016_j.actbio.2013.04.048.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2014.05.035,Injectable poly(oligoethylene glycol methacrylate)-based hydrogels with tunable phase transition behaviours: Physicochemical and biological responses,Elsevier,success,6,15,4,4,local_article_corpus/Elsevier/10.1016_j.actbio.2014.05.035/10.1016_j.actbio.2014.05.035.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2014.10.001,Thermoreversible hydrogels based on triblock copolymers of poly(ethylene glycol) and carboxyl functionalized poly(ε-caprolactone): The effect of carboxyl group substitution on the transition temperature and biocompatibility in plasma,Elsevier,success,2,9,10,4,local_article_corpus/Elsevier/10.1016_j.actbio.2014.10.001/10.1016_j.actbio.2014.10.001.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2014.11.023,The fabrication of superlow protein absorption zwitterionic coating by electrochemically mediated atom transfer radical polymerization and its application,Elsevier,success,8,15,8,4,local_article_corpus/Elsevier/10.1016_j.actbio.2014.11.023/10.1016_j.actbio.2014.11.023.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2015.08.011,The effect of albumin and cholesterol on the biotribological behavior of hydrogels for contact lenses,Elsevier,success,2,9,2,3,local_article_corpus/Elsevier/10.1016_j.actbio.2015.08.011/10.1016_j.actbio.2015.08.011.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2015.09.012,Highly selective BSA imprinted polyacrylamide hydrogels facilitated by a metal-coding MIP approach,Elsevier,success,14,15,4,9,local_article_corpus/Elsevier/10.1016_j.actbio.2015.09.012/10.1016_j.actbio.2015.09.012.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2016.01.011,Targeted intracellular protein delivery based on hyaluronic acid–green tea catechin nanogels,Elsevier,success,5,11,6,4,local_article_corpus/Elsevier/10.1016_j.actbio.2016.01.011/10.1016_j.actbio.2016.01.011.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2019.02.037,A genetically engineered Fc-binding amphiphilic polypeptide for congregating antibodies in vivo,Elsevier,success,8,15,10,5,local_article_corpus/Elsevier/10.1016_j.actbio.2019.02.037/10.1016_j.actbio.2019.02.037.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2020.03.002,Antibody-mediated trapping in biological hydrogels is governed by sugar-sugar hydrogen bonds,Elsevier,success,10,12,6,5,local_article_corpus/Elsevier/10.1016_j.actbio.2020.03.002/10.1016_j.actbio.2020.03.002.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2022.08.022,"Bioinspired zwitterionic microgel-based coating: Controllable microstructure, high stability, and anticoagulant properties",Elsevier,success,19,16,8,5,local_article_corpus/Elsevier/10.1016_j.actbio.2022.08.022/10.1016_j.actbio.2022.08.022.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2023.05.008,Staphylococcal protein A-modified hydrogel facilitates in situ immunomodulation by capturing anti-HMGB1 for islet grafts,Elsevier,success,5,13,6,5,local_article_corpus/Elsevier/10.1016_j.actbio.2023.05.008/10.1016_j.actbio.2023.05.008.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2024.10.026,"Enzyme-responsive microgel with controlled drug release, lubrication and adhesion capability for osteoarthritis attenuation",Elsevier,success,2,9,7,4,local_article_corpus/Elsevier/10.1016_j.actbio.2024.10.026/10.1016_j.actbio.2024.10.026.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2025.10.045,A facile fabrication and conjugation approach for biopolymeric‒zwitterionic hydrogel microparticles toward accurate protein quantification using replica molding and peptide ligand conjugation,Elsevier,success,3,11,5,5,local_article_corpus/Elsevier/10.1016_j.actbio.2025.10.045/10.1016_j.actbio.2025.10.045.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2025.12.031,Targeting injury-triggered grancalcin from senescent macrophages enhances aged bone healing,Elsevier,success,2,4,3,4,local_article_corpus/Elsevier/10.1016_j.actbio.2025.12.031/10.1016_j.actbio.2025.12.031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.actbio.2025.12.034,Computationally identified peptides immobilized to hydrogel delivery vehicles enable affinity-controlled release of proteins,Elsevier,success,7,12,4,7,local_article_corpus/Elsevier/10.1016_j.actbio.2025.12.034/10.1016_j.actbio.2025.12.034.json,include_records,Article yielded one or more extracted records.,
10.1016/j.algal.2025.104404,Surface-grafted SPMA hydrogels enable durable microalgal antifouling on polymeric membranes,Elsevier,partial,0,9,1,2,local_article_corpus/Elsevier/10.1016_j.algal.2025.104404/10.1016_j.algal.2025.104404.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.apcata.2007.05.040,Molecularly imprinted soluble nanogels as a peroxidase-like catalyst in the oxidation reaction of homovanillic acid under aqueous conditions,Elsevier,partial,0,10,1,3,local_article_corpus/Elsevier/10.1016_j.apcata.2007.05.040/10.1016_j.apcata.2007.05.040.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.apmt.2025.103031,Assessing protein antifouling performance and hemocompatibility of poly(2-isopropenyl-2-oxazoline) based hydrogels,Elsevier,success,9,13,3,5,local_article_corpus/Elsevier/10.1016_j.apmt.2025.103031/10.1016_j.apmt.2025.103031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.apsusc.2013.02.064,Ethylene oxide-block-butylene oxide copolymer uptake by silicone hydrogel contact lens materials,Elsevier,partial,0,9,0,2,local_article_corpus/Elsevier/10.1016_j.apsusc.2013.02.064/10.1016_j.apsusc.2013.02.064.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.apsusc.2015.10.185,Nanocomposited coatings produced by laser-assisted process to prevent silicone hydogels from protein fouling and bacterial contamination,Elsevier,success,2,11,1,3,local_article_corpus/Elsevier/10.1016_j.apsusc.2015.10.185/10.1016_j.apsusc.2015.10.185.json,include_records,Article yielded one or more extracted records.,
10.1016/j.apsusc.2024.160102,Highly efficient antifouling and toughening hydrogel for ship coatings,Elsevier,success,4,11,2,3,local_article_corpus/Elsevier/10.1016_j.apsusc.2024.160102/10.1016_j.apsusc.2024.160102.json,include_records,Article yielded one or more extracted records.,
10.1016/j.apsusc.2025.163865,Low-fouling hemocompatible dialysis membranes realized by surface grown heparin-like hydrogel layer,Elsevier,success,9,10,4,6,local_article_corpus/Elsevier/10.1016_j.apsusc.2025.163865/10.1016_j.apsusc.2025.163865.json,include_records,Article yielded one or more extracted records.,
10.1016/j.apsusc.2025.165612,"Enhanced marine antifouling hydrogel coatings achieved through simultaneous enhancement of contact-killing, low surface energy and fluorescence properties",Elsevier,success,5,12,1,4,local_article_corpus/Elsevier/10.1016_j.apsusc.2025.165612/10.1016_j.apsusc.2025.165612.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bbagen.2012.04.015,Biocompatibility of mannan nanogel—safe interaction with plasma proteins,Elsevier,success,9,15,8,6,local_article_corpus/Elsevier/10.1016_j.bbagen.2012.04.015/10.1016_j.bbagen.2012.04.015.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2007.02.009,Protein adsorption in supermacroporous cryogels with embedded nanoparticles,Elsevier,success,11,13,1,6,local_article_corpus/Elsevier/10.1016_j.bej.2007.02.009/10.1016_j.bej.2007.02.009.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2008.07.002,Adsorption and elution behaviors of bovine serum albumin in metal-chelated affinity cryogel beds,Elsevier,success,8,16,6,5,local_article_corpus/Elsevier/10.1016_j.bej.2008.07.002/10.1016_j.bej.2008.07.002.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2008.10.009,Supermacroporous hydrophobic affinity cryogels for protein chromatography,Elsevier,success,7,13,5,5,local_article_corpus/Elsevier/10.1016_j.bej.2008.10.009/10.1016_j.bej.2008.10.009.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2009.03.013,Antibody purification with protein A attached supermacroporous poly(hydroxyethyl methacrylate) cryogel,Elsevier,success,10,10,4,4,local_article_corpus/Elsevier/10.1016_j.bej.2009.03.013/10.1016_j.bej.2009.03.013.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2010.06.010,Selective removal of the autoantibodies from rheumatoid arthritis patient plasma using protein A carrying affinity cryogels,Elsevier,success,10,13,6,7,local_article_corpus/Elsevier/10.1016_j.bej.2010.06.010/10.1016_j.bej.2010.06.010.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2011.09.011,Immobilization of Candida antarctica lipase B by covalent attachment on chitosan-based hydrogels using different support activation strategies,Elsevier,success,12,11,2,6,local_article_corpus/Elsevier/10.1016_j.bej.2011.09.011/10.1016_j.bej.2011.09.011.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2024.109604,Enhancing the stability and activity of enzymes through layer-by-layer immobilization with nanocomposite hydrogel,Elsevier,success,5,14,3,4,local_article_corpus/Elsevier/10.1016_j.bej.2024.109604/10.1016_j.bej.2024.109604.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bej.2025.110055,Advancing enzyme immobilization for wastewater remediation: Laccase-MOF-hydrogel biocatalyst system for sustainable dye decolorization,Elsevier,success,12,11,2,6,local_article_corpus/Elsevier/10.1016_j.bej.2025.110055/10.1016_j.bej.2025.110055.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bioadv.2022.212787,Poly(2-hydroxyethyl methacrylate-co-quaternary ammonium salt chitosan) hydrogel: A potential contact lens material with tear protein deposition resistance and antimicrobial activity,Elsevier,success,3,8,2,3,local_article_corpus/Elsevier/10.1016_j.bioadv.2022.212787/10.1016_j.bioadv.2022.212787.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bioadv.2024.213839,Aerosolization of poly(sulfobetaine) microparticles that encapsulate therapeutic antibodies,Elsevier,success,3,16,4,4,local_article_corpus/Elsevier/10.1016_j.bioadv.2024.213839/10.1016_j.bioadv.2024.213839.json,include_records,Article yielded one or more extracted records.,
10.1016/j.bioelechem.2011.05.003,Direct electrochemistry of cytochrome c entrapped in agarose hydrogel in room temperature ionic liquids,Elsevier,success,6,19,1,4,local_article_corpus/Elsevier/10.1016_j.bioelechem.2011.05.003/10.1016_j.bioelechem.2011.05.003.json,include_records,Article yielded one or more extracted records.,
10.1016/j.biomaterials.2005.01.031,Molecularly engineered p(HEMA)-based hydrogels for implant biochip biocompatibility,Elsevier,success,19,12,3,7,local_article_corpus/Elsevier/10.1016_j.biomaterials.2005.01.031/10.1016_j.biomaterials.2005.01.031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.biomaterials.2005.06.010,The effect of charged groups on protein interactions with poly(HEMA) hydrogels,Elsevier,success,18,17,6,5,local_article_corpus/Elsevier/10.1016_j.biomaterials.2005.06.010/10.1016_j.biomaterials.2005.06.010.json,include_records,Article yielded one or more extracted records.,
