doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1002/advs.201800711,Antifouling Super Water Absorbent Supramolecular Polymer Hydrogel as an Artificial Vitreous Body,success,4,3,98,148,66.22,25.62,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_advs.201800711\10.1002_advs.201800711.json
10.1016/j.carbpol.2015.01.002,Controlled uptake and release of lysozyme from glycerol diglycidyl ether cross-linked oxidized starch microgel,success,7,3,91,259,35.14,25.509999999999998,hydrogel__substrate_or_support;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.carbpol.2015.01.002\10.1016_j.carbpol.2015.01.002.json
10.1021/acsami.0c21596,Serum Protein Adsorption Modulates the Toxicity of Highly Positively Charged Hydrogel Surfaces,success,5,3,100,185,54.05,25.41,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsami.0c21596\10.1021_acsami.0c21596.json
10.1002/anie.202306274,Synthetic Peptide Antibodies as TNF-α Inhibitors: Molecularly Imprinted Polymer Nanogels Neutralize the Inflammatory Activity of TNF-α in THP-1 Derived Macrophages,success,4,3,94,148,63.51,25.35,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_anie.202306274\10.1002_anie.202306274.json
10.1016/j.mtcomm.2024.109285,Design of molecularly imprinted alginate microgels for topical release of insulin,success,6,3,96,222,43.24,25.32,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.mtcomm.2024.109285\10.1016_j.mtcomm.2024.109285.json
10.1016/j.jcis.2017.07.060,A versatile method for fabricating ion-exchange hydrogel nanofibrous membranes with superb biomolecule adsorption and separation properties,success,11,2,170,407,41.77,25.18,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jcis.2017.07.060\10.1016_j.jcis.2017.07.060.json
10.1016/j.msec.2017.03.092,Spontaneous and efficient adsorption of lysozyme from aqueous solutions by naturally polyanion gel beads,success,7,3,77,259,29.73,24.97,hydrogel__monomer_ratios;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__temperature_C,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.msec.2017.03.092\10.1016_j.msec.2017.03.092.json
10.1016/j.jcis.2019.07.045,Hemocompatible hemoadsorbent for effective removal of protein-bound toxin in serum,success,6,3,88,222,39.64,24.96,hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jcis.2019.07.045\10.1016_j.jcis.2019.07.045.json
10.1016/j.talanta.2025.128105,Nanoengineered hybrid hydrogel-based 3D nanocomposite as an antifouling coating interface for enhanced electrochemical aptasensing of estradiol,success,4,3,88,148,59.46,24.95,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.talanta.2025.128105\10.1016_j.talanta.2025.128105.json
10.1016/j.xphs.2025.103822,Ex vivo-in vitro protein adsorption and in vivo anti-inflammatory effects of zwitterionized PVA hydrogel implants in the New Zealand albino rabbit eye,success,9,2,198,333,59.46,24.95,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.xphs.2025.103822\10.1016_j.xphs.2025.103822.json
10.1021/acs.jpcc.6b05700,Measuring Protein Binding to Individual Hydrogel Nanoparticles with Single-Nanoparticle Surface Plasmon Resonance Imaging Microscopy,success,5,3,89,185,48.11,24.81,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.jpcc.6b05700\10.1021_acs.jpcc.6b05700.json
10.1016/j.actbio.2014.05.035,Injectable poly(oligoethylene glycol methacrylate)-based hydrogels with tunable phase transition behaviours: Physicochemical and biological responses,success,6,3,84,222,37.84,24.78,hydrogel__substrate_or_support;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.actbio.2014.05.035\10.1016_j.actbio.2014.05.035.json
10.1016/j.msec.2013.09.033,Investigation of lysozyme adsorption performance of Cu2+-attached PHEMA beads embedded cryogel membranes,success,11,2,152,407,37.35,24.73,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.msec.2013.09.033\10.1016_j.msec.2013.09.033.json
10.1002/adma.202202612,Directed Evolution Enables Simultaneous Controlled Release of Multiple Therapeutic Proteins from Biopolymer-Based Hydrogels,success,8,2,198,296,66.89,24.69,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;experiment__pH;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_adma.202202612\10.1002_adma.202202612.json
10.3390/ma15134498,Zwitterionic Polypeptoids: A Promising Class of Antifouling Bioinspired Materials,success,4,3,84,148,56.76,24.68,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_ma15134498\10.3390_ma15134498.json
10.1016/j.nbt.2009.03.001,Quantification of target proteins using hydrogel antibody arrays and MALDI time-of-flight mass spectrometry (A2M2S),success,5,3,86,185,46.49,24.65,hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.nbt.2009.03.001\10.1016_j.nbt.2009.03.001.json
10.1016/j.memsci.2015.05.075,Calcium alginate hydrogel filtration membrane with excellent anti-fouling property and controlled separation performance,success,10,2,170,370,45.95,24.59,hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.memsci.2015.05.075\10.1016_j.memsci.2015.05.075.json
10.1002/jssc.201300911,Poly(hydroxyethyl methacrylate)-based composite cryogel with embedded macroporous cellulose beads for the separation of human serum immunoglobulin and albumin,success,3,3,72,111,64.86,24.490000000000002,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_jssc.201300911\10.1002_jssc.201300911.json
10.1002/term.1584,Characterization of recombinant human bone morphogenetic protein-2 delivery from injectable hyaluronan-based hydrogels by means of 125I-radiolabelling,success,3,3,70,111,63.06,24.31,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_term.1584\10.1002_term.1584.json
10.1080/09205063.2014.997560,Dye functionalized cryogel columns for reversible lysozyme adsorption,success,6,3,73,222,32.88,24.29,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_09205063.2014.997560\10.1080_09205063.2014.997560.json
