id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
179,10.1016/j.jconrel.2004.05.009,hydrogel_properties.particle_size,"{""empty_AA15(1)C12_Dv50"":{""value"":13,""unit"":""um""},""BSA_loaded_AA15_or_14_or_8_Dv50"":{""values"":[16,18,500],""unit"":""um""}}",observed_fulltext,"The Dv50 of empty AA15(1)C12 particles was 13 μm and increased to 16 μm in the presence of BSA ... Dv50 ... of 16, 18 and 500 μm",Protein loading and entrapment efficiency,Fig. 1,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,The supplied context gives selected particle-size values but does not provide a complete record-by-record size table for all hydrogel/protein combinations.,2026-07-06T03:26:14,v7_plus_v9pilot
180,10.1016/j.jconrel.2004.05.009,hydrogel_properties.degradation_or_stability,"""Hydrophobically modified alginate networks showed improved stability in Ca2+ chelator media compared with plain Ca2+-alginate.""",observed_fulltext,the stability of the alginate network is significantly improved in media containing Ca2+ chelators,Conclusion,,0.88,field_completion_v7_property_first_patch,general_batch_adsorption,The statement is a general conclusion for modified alginate hydrogels rather than a numeric property tied to one record.,2026-07-06T03:26:14,v7_plus_v9pilot
328,10.1016/j.jconrel.2005.09.005,hydrogel_properties.particle_size,"{""value"":10,""unit"":""μm"",""raw_text"":""mean volume diameters of the dex-HEMA-MAA and the dex-HEMA-DMAEMA microspheres were 10 μm""}",observed_fulltext,The mean volume diameters of the dex-HEMA-MAA and the dex-HEMA-DMAEMA microspheres were 10 μm.,Preparation of charged dex-HEMA microspheres,none,0.94,field_completion_v7_property_first_patch,general_batch_adsorption,"Particle size is directly reported for both microsphere types, but hydrogel_properties.particle_size is not listed in the missing_focus targets for the existing records.",2026-07-06T04:24:06,v7_plus_v9pilot
329,10.1016/j.jconrel.2005.09.005,hydrogel_properties.zeta_potential_mV,"{""dex-HEMA-MAA"":{""min"":-16,""max"":-13,""unit"":""mV"",""raw_text"":""−13 to −16""},""dex-HEMA-DMAEMA"":{""min"":12,""max"":15,""unit"":""mV"",""raw_text"":""+12 to +15""}}",observed_fulltext,The ξ-potentials varied from −13 to −16 for dex-HEMA-MAA microspheres and from +12 to +15 for dex-HEMA-DMAEMA microspheres.,Preparation of charged dex-HEMA microspheres,none,0.93,field_completion_v7_property_first_patch,general_batch_adsorption,"Zeta potential is sample-specific and directly observed, but hydrogel_properties.zeta_potential_mV is not listed in the missing_focus targets for the existing records.",2026-07-06T04:24:06,v7_plus_v9pilot
1087,10.1016/j.jconrel.2013.06.029,protein.molecular_weight_kDa,"{""value"":131,""unit"":""kDa"",""raw_text"":""expected molecular weight of 131kDa""}",observed_fulltext,The purified protein appeared as a single band on an SDS-PAGE gel at its expected molecular weight of 131kDa,Chondroitinase ABC expression and ELISA quantification,Fig. 2B,0.96,field_completion_v7_property_first_patch,general_batch_adsorption,"protein.molecular_weight_kDa is not in the missing_focus list for these records, so it cannot be emitted as a record patch.",2026-07-06T01:28:07,v7_plus_v9pilot
1088,10.1016/j.jconrel.2013.06.029,experiment.detection_method,"""HIS/FLAG double tag ELISA""",observed_fulltext,direct quantification of ChABC down to 0.1nM was attained using an in-house HIS/FLAG double tag ELISA,Abstract,,0.95,field_completion_v7_property_first_patch,general_batch_adsorption,experiment.detection_method is supported by the article but is not in the missing_focus list for the supplied records.,2026-07-06T01:28:07,v7_plus_v9pilot
1140,10.1016/j.jconrel.2016.07.030,hydrogel_properties.mesh_size,"{""value"":5.5,""unit"":""nm"",""raw_text"":""average mesh size of this type of hydrogel is 5.5nm""}",observed_fulltext,The average mesh size of this type of hydrogel is 5.5nm,Impact of polyanions on protein release from hydrogels,,0.8,field_completion_v7_property_first_patch,general_batch_adsorption,"The context states this for the 8armPEG10k hydrogel type, but hydrogel_properties.mesh_size is not listed in the missing_focus targets for record-level patches.",2026-07-06T01:40:25,v7_plus_v9pilot
1141,10.1016/j.jconrel.2016.07.030,protein hydrodynamic radius,"{""value"":1.9,""unit"":""nm"",""raw_text"":""hydrodynamic radius of about 1.9nm""}",observed_fulltext,"Lysozyme, which has a hydrodynamic radius of about 1.9nm",Impact of polyanions on protein release from hydrogels,,0.8,field_completion_v7_property_first_patch,general_batch_adsorption,"The supplied patch schema has protein.molecular_weight_kDa but no hydrodynamic-radius target path, so this directly stated protein property cannot be assigned as a record patch.",2026-07-06T01:40:25,v7_plus_v9pilot
845,10.1016/j.jcou.2020.101171,hydrogel_properties.pore_size,"{""raw_text"":""micron pores""}",observed_fulltext,the PVA/CS hydrogel possessed smooth surface with micron pores,Synthesis and characterization of PVA/CS@CANF,Fig. 2d,0.62,field_completion_v7_property_first_patch,enzyme_immobilization,The pore description is qualitative and refers to blank PVA/CS hydrogel rather than the PVA/CS@CANF records.,2026-07-06T00:13:40,v7_plus_v9pilot
846,10.1016/j.jcou.2020.101171,hydrogel_properties.roughness,"{""raw_text"":""rough surface with porous structure""}",observed_fulltext,PVA/CS@CANF hydrogel membrane exhibited rough surface with porous structure,Synthesis and characterization of PVA/CS@CANF,Fig. 2e,0.68,field_completion_v7_property_first_patch,enzyme_immobilization,"The evidence is qualitative SEM morphology, not a numeric roughness measurement suitable for record-level patching.",2026-07-06T00:13:40,v7_plus_v9pilot
967,10.1016/j.jenvman.2021.112918,hydrogel_properties.pore_size,"""Mean pore radius values are reported by membrane in Table 1, but pore_size is not listed in the records' missing_focus paths.""",observed_fulltext,Mean pore radius (nm): Bare PES 1.28 ± 0.2; CS-APSGO 1% 1.94 ± 0.4; PVP 1% + CS-APSGO 1% 6.13 ± 1.2,"Table 1: Contact angle, mean pore radius, overall porosity and roughness parameters",Table 1,0.95,field_completion_v7_property_first_patch,antifouling_surface,"The property is sample-specific and safely extractable, but the allowed patch rule limits record patches to each record's missing_focus list, which does not include hydrogel_properties.pore_size.",2026-07-06T00:50:10,v7_plus_v9pilot
1086,10.1016/j.jhazmat.2022.128707,hydrogel_properties.pore_structure,"""PtCu hydrogels exhibit a 3D porous structure with interconnected nanowires.""",observed_fulltext,PtCu hydrogels exhibit a 3D porous structure ... interconnected nanowires,Synthesis and characterization of PtCu@HRP@ZIF-8,Fig. 1a; Fig. S1a,0.9,field_completion_v7_property_first_patch,enzyme_immobilization,"The supplied schema has pore_size and mesh_size fields, but the context provides only qualitative morphology without a numeric pore or mesh value.",2026-07-06T01:26:48,v7_plus_v9pilot
193,10.1016/j.jhazmat.2025.137196,hydrogel.monomer_ratios,"""AAm concentration was changed from 10 wt% to 40 wt% while PEG 4 K concentration was fixed at 10 wt%; PEG 4 K concentration ranged from 0 wt% to 40 wt% when AAm concentration was 20 wt%; molecular weight of PEG was changed from 2k to 20k when AAm and PEG concentrations were set at 20 wt% and 10 wt%""",observed_fulltext,AAm concentration was changed from 10 wt% to 40 wt% while PEG 4 K concentration was fixed at 10 wt%,Characterization of porous poly(acrylamide) hydrogel,,0.82,field_completion_v7_property_first_patch,enzyme_immobilization,These are optimization-series compositions rather than a single composition safely assignable to every existing adsorption or immobilization record.,2026-07-05T20:33:21,v7_plus_v9pilot
194,10.1016/j.jhazmat.2025.137196,hydrogel_properties.particle_size,"""resulting granules exhibit a narrow size distribution""",observed_fulltext,"As shown in Fig. 3(B), the resulting granules exhibit a narrow size distribution.",Characterization and optimization of hydrogel performance,Fig. 3(B),0.55,field_completion_v7_property_first_patch,enzyme_immobilization,The supplied context states the qualitative size-distribution result but does not provide the numeric granule size distribution needed for record-level particle_size patches.,2026-07-05T20:33:21,v7_plus_v9pilot
384,10.1016/j.jim.2003.09.017,hydrogel_properties.flow_pass_characteristics,"{""min"":2000,""max"":2500,""unit"":""cm/h"",""raw_text"":""water flow rate ... is in the range of 2000–2500 cm/h""}",observed_fulltext,the water flow rate through the monoliths ... is in the range of 2000–2500 cm/h,Properties of continuous supermacroporous monolithic cryogel-protein A affinity matrix,,0.92,field_completion_v7_property_first_patch,cryogel_column,Flow-pass characteristics are reported as a general monolith property but no allowed record target path directly represents water flow rate.,2026-07-05T21:38:28,v7_plus_v9pilot
385,10.1016/j.jim.2003.09.017,column_volume,"{""value"":2,""unit"":""ml"",""raw_text"":""2 ml cryogel column""}",observed_fulltext,The 2 ml cryogel column was connected to a pump,Preparation of the protein A-cryogel affinity column,,0.94,field_completion_v7_property_first_patch,cryogel_column,Column volume is consistently reported for the article's cryogel columns but is not one of the allowed target paths.,2026-07-05T21:38:28,v7_plus_v9pilot
425,10.1016/j.jmbbm.2024.106825,hydrogel_properties.porosity_pct,"""All hydrogels exhibited a porous structure, but no porosity percentage was provided in the supplied context.""",observed_fulltext,All the hydrogels exhibited a porous structure,Characterization of hydrogels,Fig. 1,0.5,field_completion_v7_property_first_patch,general_batch_adsorption,The text supports porous morphology generally but gives no sample-specific porosity percentage to patch.,2026-07-05T21:58:23,v7_plus_v9pilot
426,10.1016/j.jmbbm.2024.106825,hydrogel_properties.water_content_pct,"""PVA-based hydrogels are described as having high moisture content, but no measured water content percentage is reported in the supplied context.""",observed_fulltext,PVA-based hydrogels... high moisture content,Introduction,,0.35,field_completion_v7_property_first_patch,general_batch_adsorption,"This is background characterization language, not an observed sample-specific water content value.",2026-07-05T21:58:23,v7_plus_v9pilot
427,10.1016/j.jmbbm.2024.106825,hydrogel_properties.responsive_type,"""Hydrogels were prepared by cyclic freeze-thaw physical gelation; no stimulus-responsive behavior is reported in the supplied context.""",observed_fulltext,Hydrogels were fabricated via the cyclic freeze–thaw method,Preparation methods,,0.4,field_completion_v7_property_first_patch,general_batch_adsorption,The available evidence describes preparation method rather than a record-specific responsive property.,2026-07-05T21:58:23,v7_plus_v9pilot
175,10.1016/j.jtice.2016.03.032,protein.pI,"{""value"":4.7,""raw_text"":""isoelectric point of BSA, IEP, 4.7""}",observed_fulltext,"isoelectric point of BSA, IEP, 4.7",Effect of pH,Results narrative,0.98,field_completion_v7_property_first_patch,cryogel_column,"protein.pI is not in the missing_focus list for these records, so it is retained only as article-level evidence.",2026-07-05T20:28:52,v7_plus_v9pilot
176,10.1016/j.jtice.2016.03.032,hydrogel_properties.surface_morphology,"""Both cryogel supports had large continuous interconnected pores; HA-Cu aggregates made the p(HEMA)-HA-Cu2+ surface rougher.""",observed_fulltext,Both cryogel supports had large continuous interconnected pores.,Characterization of p(HEMA)–HA–Cu2+cryogel,fig0001,0.84,field_completion_v7_property_first_patch,cryogel_column,The SEM result is descriptive and applies to multiple related column samples; only missing allowed fields were patched where sample mapping was direct.,2026-07-05T20:28:52,v7_plus_v9pilot
1251,10.1016/j.jtice.2020.08.027,hydrogel.crosslinker,"""poly(ethylene glycol) diacrylate (PEGDA, average Mn 700)""",observed_fulltext,"poly(ethylene glycol) diacrylate(PEGDA, average Mn 700)",Materials,Table 1,0.95,field_completion_v7_property_first_patch,antifouling_surface,"The allowed record target is crosslinker concentration, but the supplied context reports only crosslinker identity, not concentration.",2026-07-06T02:07:37,v7_plus_v9pilot
1252,10.1016/j.jtice.2020.08.027,experiment.detection_method,"""optical density at 562 nm""",observed_fulltext,The optical density at 562 nm for fouling assay of BSA and LYZ,Figure caption,Fig. 5,0.9,field_completion_v7_property_first_patch,antifouling_surface,"The figure caption supports the protein fouling assay detection method for the article, but detection_method was not included in the missing_focus paths for these records.",2026-07-06T02:07:37,v7_plus_v9pilot
878,10.1016/j.marpolbul.2023.115345,surface_energy,"{""S-PP0"":""21.21 ± 0.22 mJ/m2"",""S-PP10"":""28.33 ± 0.34 mJ/m2"",""S-PP20"":""19.21 ± 0.32 mJ/m2"",""S-PP30"":""22.38 ± 0.19 mJ/m2"",""S-PP40"":""24.07 ± 0.25 mJ/m2""}",observed_fulltext,Table 1 | Sample | WCA (°) | DCA (°) | Surface energy (mJ/m2),Surface and interface,Table 1,0.95,field_completion_v7_property_first_patch,antifouling_surface,"Surface energy is directly reported by coating sample, but it is not an allowed missing target_path for record patches.",2026-07-06T00:23:58,v7_plus_v9pilot
879,10.1016/j.marpolbul.2023.115345,dynamic_water_contact_angle,"{""S-PP0"":{""0 min"":""111.50 ± 0.28°"",""5 min"":""97.50 ± 0.22°""},""S-PP10"":{""0 min"":""101.25 ± 0.31°"",""5 min"":""82.25 ± 0.27°""},""S-PP20"":{""0 min"":""115.25 ± 0.23°"",""5 min"":""69.50 ± 0.25°""},""S-PP30"":{""0 min"":""122.00 ± 0.25°"",""5 min"":""69.25 ± 0.16°""},""S-PP40"":{""0 min"":""105.75 ± 0.12°"",""5 min"":""50.0.75 ± 0.20°""}}",observed_fulltext,"Table 1 | WCA, DCA and surface energy of studied samples",Surface and interface,Table 1,0.9,field_completion_v7_property_first_patch,antifouling_surface,"Contact angle values are sample-level properties, but hydrogel_properties.contact_angle_deg is not listed in the missing_focus fields for these records.",2026-07-06T00:23:58,v7_plus_v9pilot
880,10.1016/j.marpolbul.2023.115345,surface_roughness,"""S-PP0 roughness was only 0.25 μm before swelling and increased to 0.47 μm after swelling; S-PP40 after swelling was 5.19 μm.""",observed_fulltext,"the surface of S-PP0 was smooth and flat, and the roughness was only 0.25 μm... roughness increased to 0.47 μm... Sa of S-PP40 after swelling was 5.19 μm",Influence of the PS-PEG hydrogel content on the antifouling efficiency,Fig. 10(a),0.85,field_completion_v7_property_first_patch,antifouling_surface,Only selected roughness values are provided in the text; the context does not provide complete sample-level roughness values for all five records.,2026-07-06T00:23:58,v7_plus_v9pilot
